-0.949104,0.080091,0,000000000332c7831d9c5a99f183afc2813a6f69a16edda7f6fc0ed8110566e6
-0.336034,-0.817088,8,000000000652e452ee68a01187fb08c899496cb46cb51d1aa0803d063acedba7
-0.341740,-0.816645,0,000000001c5c45196786e79f83d21fe801549fdc98e2c26f96dcef068a5dbcd7
-0.339729,-0.790519,0,0000000028912ed875953f2a2c500973ead7ab96c41a6b5882a739ebfc6343d2
-0.164229,-0.816884,8,0000000052d8457ecb0e01f2e1fb7de48c5ef526ee87fdf18f4c67070da46cec
-0.198854,-0.820426,1,000000005e9dda01479c76c5f4fccbaebe4e7856e02f8e85adba05ad62ad6927
-0.489132,-0.733944,8,000000006f3bb988e5d671cf7dc8c7025631667a3f16e8ba141ea46415a59c99
-0.333957,-0.820554,8,0000000079e610530c440398ddc8e2b07ffd3b9c1dc36047284887f9a8cc7fc8
-0.282891,-0.769261,0,00000000827ffaa94bfea288c3dfce4422c794fbb96625b6b31e9049f729d700
-0.401739,-0.760341,0,00000000964f13582cda177e102d9274cc41f5228686956c7cccf07985013e88
-0.385567,-0.756786,8,00000000abb6793b6b7da89bf42eb9e659e0d31aac9bb0fa34a99e268e708f47
-0.179933,-0.841410,8,0000000120d3a4a1b580e4c67be71ac1a1422781ca2e6021d5c5bacea21169a7
-0.502553,-0.736366,8,0000000181c2d6147dd51915c8de0015231aa427cda637c16c72bdad3b1a120e
-0.089873,-0.706975,1,0000000445f955ffa0fea882b944d8df74d8ad86e63ab1e55b2872ac121ee717
-0.438947,-0.790235,0,00000009ce836fd52689667f542e4f50d137160427195b808e41f93e61182e62
-0.418135,-0.764130,0,0000000db689940856ac4b5cffd13cd70f0f954c10c2dd535829f3fe30b53429
-0.229120,-0.822905,0,0000000ec7102e16ef50c38a43d130b342829e1fd30cd951017ca6dc803666ab
-0.348676,-0.721668,0,00000017c61ccde5cd336346ec69a78ad8e6cdf99485637cc48439e0eb437582
-0.077007,-0.754395,1,000000476d59b9482f9fbb1ccb2c48e9f38d4e6b8fdd5f8fb581975339547656
-0.434417,-0.717237,0,00000206705ab9e737fbc9bad2a25ddc17f47b15c594eae3ad65654336993b19
-0.001705,-0.714791,1,000688f2e657afd509aac582d45455858360046d67802cc5daafb5cb44fbd1ae
-0.184768,-0.809708,1,000ec5c46c3e3516d8ea85187c572ab64fbb908ca91f93bc914e34ef4b67b2a2
-0.208691,-0.756790,9,000ff9099b914ed4dcc0a3c2ddc0ef79a1d0761d9442a5ed72d92fa685cefa50
-0.461672,-0.719054,0,00111ab63a4cde7656cdb9ad82d9a7d1aca090a54d253632b02904147a5e6ee9
-0.128753,-0.818635,1,001863c7837dc05c768e4ed8d6ab2dd65d5f6af9df7e2a93190acf7f4a915c7a
-0.355776,-0.822160,0,0018b7ee33fb253843639c62e292fec700a69a93b08ee374c5bda971c9b39564
0.586574,0.212973,5,00263e86e17780acc8debb6b85f4a64b659573c1603d54af3803c8eead59b4cf
-0.352078,-0.807356,0,0028f12f8359ab382b89575ab568380ef22afb832b61aed52eef4d4e532c1c67
0.359858,0.367557,3,00353699d7f8c47ae46536a75c85f4422f318f69e5e4c584e4caa1abf5c8f294
0.575954,-0.559411,5,003b16da406de1fb7da227ef5834283c33c856b197e213d91ab1c676f1a5864f
-0.146022,-0.560270,1,004615ce7c74c18d5f4e361407f86976372f6138d22a3a3513fd8dd243611bf6
-0.339641,-0.642117,0,004c197e4c2d6babcb4ec422a7673aff9cb62c7f63911537ae200fdfb458498a
-0.444121,-0.790067,0,004f032bd30bed313daa2e1340c93ebebeb2c1cd563e3920a93c0b10821237b2
0.684502,0.056799,3,005213ef01a818dac6303c3bb3e9ea68dc3e6b6f7bdf4f38bc36bfe863cb31a6
-0.136190,-0.563017,0,005bc4de41cfcb580f71cad6ae8909a976568633a4f6a93c6b7fd5bfef11e1a2
-0.359735,-0.677378,0,005be03966ded6393a773e61469698b48a90944f6ce2b055b1d099e2c5fb1756
-0.887644,0.414870,9,00606d6ef54b2e145217ceb6e85d1cbd39f20ac48790049b6178bded7cc6bd97
-0.360883,-0.818597,0,0060a107245ea477a3aa3b98643728bc101cef9bf0866d09c9578acd676fc84e
-0.505934,-0.766395,0,0062f507c321de639838ea7756d6020998221c7e7fc8cca225459e64130ee469
-0.452499,-0.706625,9,00643748c7bcdbb4b699b1479a905ffd063012ecd1b5d7bff36130ec81046281
-0.361986,-0.820445,1,0078d4cb1652552475ba61ec439cd50c37c3a3a439853d830d7c9d338826ade2
-0.009396,-0.863141,1,00871950e07a1c9b81b28c4383b969ec8a94cfd31b57a0f83e5b26f00d3ecbdd
-0.127973,-0.522943,0,008b642b182e1c882ce844ea161364307b9b592e32c8f5f14d96b5196f535dc7
-0.187754,-0.846658,1,008cca1f26139409b218d7991565605970376a118e0c63c5fd4bce48c57aa67b
-0.412795,-0.825925,1,0094ea2a42b9ee27f71f2627ae7b40ce872b8499010abeee1b9c995ca04190eb
-0.155593,-0.678194,0,0098fec24168fa15411c0f7e659a1429fb6755badc5fd1e3335be9a8e4f9f633
-0.252493,-0.792113,1,009b5a9ab0ab04447df644729d03cfada0ed3e3f046f135a50b87f351d0e8278
-0.235272,-0.855367,1,00a68fb3326b47ca11f4af51afb649a573bb9f82b5072446d8a41839dedb0d0e
-0.373874,-0.758766,0,00aa4a69a3381441bad4e182c170b8e9bf055ef2ffde9b174951a50c942fc27b
-0.088041,-0.708066,1,00ad25161e29a49ee38cf2607ec15e99d8b750a74cdd59ac2e1dc3ea6e3a7552
-0.354680,-0.696721,0,00ae8574ffdbc3a997b4f154a3fb8157655f2cba1152bb3632b6bc213a8f23b1
-0.303391,-0.704853,0,00b3aabd8ddb561093daa03a8abb11dc62cbf10d3f0b3c9ac6208ee71a11b4a3
-0.198108,-0.780296,0,00b6c1c703041750d0c4ce901b4e27ab8038d96706b30b144eb9765fc9aa9f02
-0.217160,-0.832310,0,00b7df6f287bd58ec6395cb1fa1a5485684db8202e7ece39ec1e56197585f60d
0.143776,-0.430756,3,00ca4703d62faaa5400fd42dbcfdfbba7a0210605f057c28400a393e901a02cf
-0.646455,-0.735602,4,00cba28c09c4af4650ecbf2a8b5df59d3f2efd6e58703a1e56d891b6164ba057
-0.430835,-0.624985,0,00cfbab7a9cede1d9d2f3e281c3d45b0c8a787f95bfdc105875cc8f8626291af
-0.282234,-0.809839,1,00d6405712afbf1aa7b7df1bc39821e666963594ee90883ff9f6cf21570b5106
-0.531350,-0.733189,4,00da8bdf2c95e02134deabaeb9db8d7377fc8caefce022e8c3b6d6095c36f297
0.251803,-0.584082,7,00de0755b83c6cd2db3fab276be7685f11f14a0889dc80399639bed1fc706db3
0.695480,0.041531,3,00df36f1c4b6df1688336a68f81e4dc32825b02395473a5a6ab17703e230e823
-0.204444,-0.838191,1,00e6a75b22f33c9868919150e2eef7e5b82f1adcc4548a74da22e4f664b4be3c
-0.098165,-0.849565,1,00e6c35658f48f6a25b9820f0c311e6d088cc5be16b2f77122b37003c4988138
-0.077199,-0.860519,1,00ebb8c12e1fe9da1f46ee54802d8eb9ddf84211b242b4abcbfb3657380a5b02
-0.276854,-0.832515,1,00ef2a18321d4824e40bf0bf09ec939a3bf154e830fcedf55500fad62a462e67
-0.445761,-0.705832,0,00f4fb3a502361556f1d9958fef8c152311b7d2e11e42737adf4887d449de131
-0.241587,-0.831831,0,00ff28dd1d92910bda9fe9c96b2fd81b6557e58985b5e14c9b3ee37ac0cd531a
-0.383776,-0.612518,0,0103a995e1cfcb87ac279d83c8658569c91c618c984ffd8007b15e0005a134f8
-0.155220,-0.840249,1,0106836c25163e6abda0521c4d76e62bb00644e41e513e73c869b162b3e9b9f6
-0.200087,-0.787550,1,010df0c948fe9ab54d2cb7ea420ffa08d57958981b6ea68e83aaa7eb2dd3f05a
-0.317066,-0.808283,0,010ed88ccb6c5c0224435fcdc672cab18ed04840c7d4c73c7152fc7400061dea
